Id,Age,Sex_F,Sex_M,Medal_Bronze,Medal_Gold,Medal_Silver
0.0,0.21276595744680848,1.0,0.0,0.0,0.0,0.0
3.6885261018549595e-06,0.21276595744680848,1.0,0.0,0.0,0.0,0.0
7.377052203709921e-06,0.2978723404255319,1.0,0.0,0.0,0.0,0.0
1.1065578305564879e-05,0.2978723404255319,1.0,0.0,0.0,0.0,0.0
1.475410440741984e-05,0.34042553191489355,1.0,0.0,0.0,0.0,0.0
1.84426305092748e-05,0.34042553191489355,1.0,0.0,0.0,0.0,0.0
2.213115661112976e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
2.5819682712984722e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
2.9508208814839683e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
3.3196734916694644e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
3.68852610185496e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
4.057378712040456e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
4.426231322225952e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
4.7950839324114476e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
5.163936542596944e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
5.53278915278244e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
5.901641762967936e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
6.270494373153431e-05,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
6.639346983338928e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
7.008199593524424e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
7.37705220370992e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
7.745904813895416e-05,0.46808510638297873,0.0,1.0,0.0,0.0,0.0
8.852462644451903e-05,0.3191489361702128,0.0,1.0,0.0,0.0,0.0
9.590167864822895e-05,0.23404255319148937,0.0,1.0,0.0,0.0,0.0
0.00011065578305564878,0.44680851063829785,1.0,0.0,0.0,0.0,0.0
0.00013278693966677855,0.36170212765957444,0.0,1.0,1.0,0.0,0.0
0.00020286893560202279,0.19148936170212766,0.0,1.0,0.0,0.0,0.0
0.00020655746170387775,0.19148936170212766,0.0,1.0,0.0,1.0,0.0
0.0002102459878057327,0.19148936170212766,0.0,1.0,1.0,0.0,0.0
0.00021393451390758767,0.19148936170212766,0.0,1.0,0.0,0.0,0.0
0.00021762304000944263,0.23404255319148937,0.0,1.0,0.0,0.0,1.0
0.0002213115661112976,0.23404255319148937,0.0,1.0,1.0,0.0,0.0
0.00022500009221315255,0.23404255319148937,0.0,1.0,0.0,0.0,0.0
0.00022868861831500751,0.23404255319148937,0.0,1.0,0.0,0.0,0.0
0.00023237714441686245,0.23404255319148937,0.0,1.0,0.0,0.0,1.0
0.0002360656705187174,0.3191489361702128,0.0,1.0,0.0,0.0,0.0
0.00023975419662057237,0.3191489361702128,0.0,1.0,0.0,0.0,0.0
0.00024344272272242733,0.3191489361702128,0.0,1.0,0.0,0.0,0.0
0.0002471312488242823,0.3191489361702128,0.0,1.0,0.0,0.0,0.0
0.00025081977492613726,0.4042553191489362,0.0,1.0,0.0,0.0,0.0
0.0002545083010279922,0.4042553191489362,0.0,1.0,0.0,1.0,0.0
0.0002581968271298472,0.4042553191489362,0.0,1.0,0.0,0.0,0.0
0.00026188535323170214,0.4042553191489362,0.0,1.0,0.0,0.0,0.0
0.0002655738793335571,0.4042553191489362,0.0,1.0,0.0,1.0,0.0
0.00026926240543541206,0.4893617021276595,0.0,1.0,0.0,0.0,0.0
0.000272950931537267,0.4893617021276595,0.0,1.0,0.0,1.0,0.0
0.00029139356204654183,0.276595744680851,0.0,1.0,0.0,0.0,0.0
0.0002950820881483968,0.276595744680851,0.0,1.0,0.0,0.0,0.0
0.00029877061425025175,0.34042553191489355,0.0,1.0,0.0,0.0,0.0
0.0003061476664539617,0.12765957446808507,1.0,0.0,0.0,0.0,0.0
0.0003504099796762212,0.276595744680851,0.0,1.0,0.0,0.0,0.0
0.00039098376679662573,0.2553191489361702,0.0,1.0,1.0,0.0,0.0
0.0003946722928984807,0.34042553191489355,0.0,1.0,0.0,0.0,0.0
0.00039836081900033565,0.34042553191489355,0.0,1.0,0.0,0.0,0.0
0.0004020493451021906,0.42553191489361697,0.0,1.0,0.0,1.0,0.0
0.00040573787120404557,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
0.00040942639730590053,0.42553191489361697,0.0,1.0,0.0,0.0,0.0
0.0004241805017133204,0.2978723404255319,0.0,1.0,0.0,0.0,0.0
0.00042786902781517534,0.2978723404255319,0.0,1.0,0.0,0.0,0.0
0.0004315575539170303,0.3829787234042553,0.0,1.0,0.0,0.0,0.0
0.00043524608001888526,0.3829787234042553,0.0,1.0,0.0,0.0,0.0
0.0004389346061207402,0.3829787234042553,0.0,1.0,0.0,0.0,0.0
0.0008889347905470453,0.2553191489361702,0.0,1.0,0.0,0.0,0.0
0.0009147544732600301,0.19148936170212766,1.0,0.0,0.0,0.0,0.0
0.0009627053125841444,0.08510638297872342,0.0,1.0,0.0,0.0,0.0
0.0009663938386859994,0.17021276595744678,0.0,1.0,0.0,0.0,0.0
0.001003279099704549,0.276595744680851,0.0,1.0,0.0,0.0,0.0
